gamma,MSE
1.1418022819302605,0.03856065
0.3620948689025927,0.039636977
1.861466572543214,0.045877334
1.9006397882377157,0.045880914
1.3021686131694217,0.040540084
0.8990481329523198,0.03831081
1.1025607394853918,0.03970137
1.0376240546342574,0.03851335
1.8223985113003824,0.04602834
1.6290239435952993,0.04330078
1.6681906134110698,0.044995863
1.1912311379328713,0.039557505
1.9024688225341164,0.045539536
1.8820640087674558,0.04640051
1.9673467167671277,0.04716535
1.0578759759730167,0.038558844
1.4816719578222461,0.043065384
1.822562792889205,0.04602834
0.7693664914652415,0.03897003
0.1937204000205053,0.039636977
0.7583834688066469,0.03890698
0.5972861292801972,0.039636977
0.5822220810492571,0.039636977
1.8660345511653396,0.045833383
1.5096834864741409,0.042074215
1.4143559582011809,0.041869693
1.0364422332736665,0.038958076
1.1676508920425037,0.03984245
0.16773426627275223,0.039636977
0.9736653472552685,0.038782474
1.874493445891806,0.045932967
0.1842026010468497,0.039636977
1.5927768208831337,0.043641984
0.2611996473826088,0.039636977
0.11273977564798973,0.039636977
1.7277480626929456,0.043971613
0.7608278448044278,0.03880859
0.7016325661226156,0.039656878
1.6801470888515488,0.044619735
0.1365788120491629,0.039636977
0.2956484075796849,0.039636977
1.9448218544523972,0.046391517
0.17541838614179883,0.039636977
1.0035367169186644,0.03877959
1.073754681357701,0.039549783
1.3791863219773548,0.041571926
1.5859487464642654,0.04280171
1.3428669098626995,0.04071775
0.8544186030742851,0.03837994
1.5044449430979931,0.0431406
1.5230046885594506,0.042769793
0.16706703187006755,0.039636977
1.7503278353455969,0.04539312
0.7077121358697415,0.03842198
0.3557673549377096,0.039636977
0.4957556826800775,0.039636977
0.22047592804348012,0.039636977
1.9845052722661467,0.047212586
0.45085526249169394,0.039636977
1.3804188078905526,0.04161471
1.7700804540598278,0.044890456
0.5358964871738051,0.039636977
1.0067629549701955,0.038324658
0.7769428463125204,0.038514424
0.2055563690736934,0.039636977
1.48001097648033,0.042009912
0.8600322780631189,0.038548097
0.9306994091861012,0.038375236
0.22833627397353226,0.039636977
0.6700268950861166,0.03964858
1.625184360395723,0.04437037
0.19444151054834338,0.039636977
1.9179810278177318,0.04548835
1.809795857795913,0.04507718
1.0429688905144974,0.038530372
0.7807143262817752,0.03826973
0.15309942136720742,0.039636977
0.13226218366804518,0.039636977
0.6330641750583016,0.03965025
1.4928041874637643,0.044045057
1.8000084963193903,0.04488889
1.7486532006827578,0.04516097
1.486345669135315,0.04268013
1.7440918220698856,0.04602676
1.4682992872799043,0.043205313
0.5255897228516541,0.039636977
0.26347784627883364,0.039636977
0.13113574093241512,0.039636977
0.9342055427608738,0.038282517
1.913598869551382,0.045638427
0.7364995837004222,0.038494907
1.8674432938399037,0.04593348
1.1826434332768794,0.039091583
0.8817339834036082,0.038312737
1.7277995717679833,0.043971613
0.2742666810628597,0.039636977
0.4729796500689498,0.039636977
1.7137415626861265,0.044657413
1.1532093824387397,0.03905106
0.40386369292140234,0.039636977
